MARQUE_MODELE;ANNEE;CAF_XOF;COTE_EUR_IMPLICITE;PLANCHER;CATEGORIE_TAUX;TAUX_MARGINAL;DROITS_IM4_XOF_depuis_fev2025;NB_DECLARATIONS;FIABILITE_CAF_%
TOYOTA COROLLA VERSO 31 08;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 31 10;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO M C;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO M C;2007;1753607;2673;;B_TOURISME_STANDARD;0.31598;652705;1;100
TOYOTA COROLLLA;2009;2758109;4204;;B_TOURISME_STANDARD;0.31598;970107;1;100
TOYOTA COROOLA VERSO;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COSTA BUS USAGES;2013;2625718;4002;;C_CAMION_BUS;0.23338;711390;1;100
TOYOTA DYNA;1990;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
TOYOTA DYNA;1993;2500003;;OUI;C_CAMION_BUS;0.23338;682051;1;100
TOYOTA DYNA;1996;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA;1997;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA;1998;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA;1999;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA;2000;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA;2004;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA;2005;2000000;3048;;C_CAMION_BUS;0.23338;565360;1;100
TOYOTA DYNA;2007;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA 100;1997;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA 100;1999;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA 100 220R;2001;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA 150;1989;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA 150;1992;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA 150;1996;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA DYNA 150 09 11;2005;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA ECHO;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA ECHO;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA FORTUNER 4X4;2012;4201607;6405;;AUTRE/EXONERE;;;1;100
TOYOTA FORTUNER ANNEE;2014;4692739;7153;;AUTRE/EXONERE;;;1;100
TOYOTA FORTUNER AUTRES;2024;20995280;32006;;AUTRE/EXONERE;;;1;100
TOYOTA FORTUNER NEUF 03 AUTRES;2025;20798363;31706;;AUTRE/EXONERE;;;1;100
TOYOTA HAICE;1998;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HI ACE;2005;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA HI LUX;1998;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HI LUX;2000;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HI LUX;2001;1500003;;OUI;C_CAMION_BUS;0.23338;448671;1;100
TOYOTA HI LUX;2005;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HI LUX;2009;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HI LUX;2013;3832346;5842;;C_CAMION_BUS;0.23338;992993;1;100
TOYOTA HI LUX;2014;6187242;9432;;C_CAMION_BUS;0.23338;1542579;1;100
TOYOTA HI LUX;2017;9024269;13757;;C_CAMION_BUS;0.23338;2204684;1;100
TOYOTA HI LUX 13 12;2018;13485811;20558;;C_CAMION_BUS;0.23338;3245919;1;100
TOYOTA HI LUX M C;1999;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HI LUX PICK UP;2007;1500003;;OUI;C_CAMION_BUS;0.23338;448671;1;100
TOYOTA HIACE;1993;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HIACE;1996;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HIACE;1999;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HIACE;2000;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA HIACE;2001;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA HIACE;2006;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HIACE;2008;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HIACE;2010;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HIACE 13 06;2007;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HIACE 19 01;2005;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HIACE 27 03 USAGES;2003;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HIACE USAGES;1991;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HIACE USAGES;2002;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HIACE USAGES;2011;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
TOYOTA HIGHLANDER;2019;19098073;29114;;A_TOURISME_13CV_PLUS;0.40208;7777553;1;100
TOYOTA HIGHLANDER;2020;25001713;38114;;A_TOURISME_13CV_PLUS;0.40208;10151289;1;100
TOYOTA HIGHLANDER 06;2005;2148065;3274;;A_TOURISME_13CV_PLUS;0.40208;962294;1;100
TOYOTA HIGHLANDER 06;2014;8865096;13514;;A_TOURISME_13CV_PLUS;0.40208;3663078;1;100
TOYOTA HIGHLANDER 07;2001;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA HIGHLANDER 07;2003;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA HIGHLANDER 07;2006;3696132;5634;;A_TOURISME_13CV_PLUS;0.40208;1584741;1;100
TOYOTA HIGHLANDER 07;2010;7946753;12114;;A_TOURISME_13CV_PLUS;0.40208;3293830;1;100
TOYOTA HIGHLANDER 08;2009;6716828;10239;;A_TOURISME_13CV_PLUS;0.40208;2799302;1;100
TOYOTA HIGHLANDER 08;2010;7946755;12114;;A_TOURISME_13CV_PLUS;0.40208;3293831;1;100
TOYOTA HIGHLANDER 08;2012;8963490;13664;;A_TOURISME_13CV_PLUS;0.40208;3702640;1;100
TOYOTA HIGHLANDER 10;2016;15916667;24264;;A_TOURISME_13CV_PLUS;0.40208;6498373;1;100
TOYOTA HIGHLANDER G ACCIDENTE;2009;2310867;3522;;A_TOURISME_13CV_PLUS;0.40208;1027753;1;100
TOYOTA HIGHLANDER GR ACCIDENTE;2008;2008372;3061;;A_TOURISME_13CV_PLUS;0.40208;906126;1;100
TOYOTA HIGHLANDER GR ACCIDENTE;2012;2292556;3494;;A_TOURISME_13CV_PLUS;0.40208;1020391;1;100
TOYOTA HIGHLANDER GRV ACIDENTE;2008;1501669;;OUI;A_TOURISME_13CV_PLUS;0.40208;702391;1;100
TOYOTA HIGHLANDER GRV ACIDENTE;2011;2367168;3608;;A_TOURISME_13CV_PLUS;0.40208;1050391;1;100
TOYOTA HIGHLANDER M C;2006;2922098;4454;;A_TOURISME_13CV_PLUS;0.40208;1273517;1;100
TOYOTA HIGHLANDER M C;2008;4470164;6814;;A_TOURISME_13CV_PLUS;0.40208;1895964;1;100
TOYOTA HIGHLANDER M C 03;2004;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA HIGHLANDER M C 09;2013;8865097;13514;;A_TOURISME_13CV_PLUS;0.40208;3663078;1;100
TOYOTA HIGHLANDER PTR AUTRES;2025;22408800;34161;;AUTRE/EXONERE;;;1;100
TOYOTA HIGHLANDER SR5 06;2008;4470164;6814;;A_TOURISME_13CV_PLUS;0.40208;1895964;1;100
TOYOTA HIGHLANER;2007;3284189;5006;;A_TOURISME_13CV_PLUS;0.40208;1419107;1;100
TOYOTA HIGHTLANDER;2008;4470165;6814;;A_TOURISME_13CV_PLUS;0.40208;1895964;1;100
TOYOTA HILUX;1987;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HILUX;2006;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HILUX;2008;1500003;;OUI;C_CAMION_BUS;0.23338;448671;1;100
TOYOTA HILUX;2011;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HILUX;2015;6187242;9432;;C_CAMION_BUS;0.23338;1542579;1;100
TOYOTA HILUX;2018;11601321;17685;;C_CAMION_BUS;0.23338;2806116;1;100
TOYOTA HILUX;2023;25198500;38414;;C_CAMION_BUS;0.23338;5979426;1;100
TOYOTA HILUX 14 08;2008;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA HILUX 29 11;2019;15780657;24057;;C_CAMION_BUS;0.23338;3781490;1;100
TOYOTA HILUX ACCESSOIR AUTRES;2024;22555587;34385;;AUTRE/EXONERE;;;1;100
TOYOTA HILUX ADVENTURE V6 AUTRES;2026;20431440;31147;;AUTRE/EXONERE;;;1;100
TOYOTA HILUX DOUBLE CABINE;2010;3184834;4855;;C_CAMION_BUS;0.23338;841877;1;100
TOYOTA HILUX NEUF MODEL AUTRES;2025;38940371;59364;;AUTRE/EXONERE;;;1;100
TOYOTA HILUX REVO P U AUTRES;2024;23089686;35199;;AUTRE/EXONERE;;;1;100
TOYOTA KLUGER;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA LAND CRUISER;1997;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA LAND CRUISER;1999;1500003;;OUI;A_TOURISME_13CV_PLUS;0.40208;701721;1;100
TOYOTA LAND CRUISER;2000;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA LAND CRUISER;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA LAND CRUISER;2010;6416827;9782;;A_TOURISME_13CV_PLUS;0.40208;2678678;1;100
TOYOTA LAND CRUISER;2012;7745146;11807;;A_TOURISME_13CV_PLUS;0.40208;3212768;1;100
TOYOTA LAND CRUISER;2013;4962186;7564;;A_TOURISME_13CV_PLUS;0.40208;2093796;1;100
TOYOTA LAND CRUISER;2018;19918023;30364;;A_TOURISME_13CV_PLUS;0.40208;8107239;1;100
TOYOTA LAND CRUISER;2020;25001713;38114;;AUTRE/EXONERE;;;1;100
TOYOTA LAND CRUISER 200;2015;13033123;19868;;AUTRE/EXONERE;;;1;100
TOYOTA LAND CRUISER 300 AUTRES;2025;62597000;95428;;AUTRE/EXONERE;;;1;100
TOYOTA LAND CRUISER 4WD VXR AUTRES;2025;62597000;95428;;AUTRE/EXONERE;;;1;100
TOYOTA LAND CRUISER AUTRES;2024;54499997;83084;;AUTRE/EXONERE;;;1;100
TOYOTA LAND CRUISER AUTRES;2026;76121475;116046;;AUTRE/EXONERE;;;1;100
TOYOTA LAND CRUISER GRJ300 AUTRES;2023;64582959;98455;;AUTRE/EXONERE;;;1;100
TOYOTA LAND CRUISER NEUF 05 AUTRES;2024;40679569;62015;;AUTRE/EXONERE;;;1;100
TOYOTA LAND CRUISER PRADO;2010;4148383;6323;;A_TOURISME_13CV_PLUS;0.40208;1766582;1;100
TOYOTA LAND CRUISER PRADO;2011;4642682;7077;;AUTRE/EXONERE;;;1;100
TOYOTA LAND CRUISER PRADO;2012;5854260;8924;;AUTRE/EXONERE;;;1;100
TOYOTA LAND CRUISER PRADO;2017;6456073;9842;;A_TOURISME_13CV_PLUS;0.40208;2694458;1;100
TOYOTA LAND CRUISER PRADO;2018;7571288;11542;;A_TOURISME_13CV_PLUS;0.40208;3142863;1;100
TOYOTA LAND CRUISER PRADO;2019;5142594;7839;;A_TOURISME_13CV_PLUS;0.40208;2166334;1;100
TOYOTA LAND CRUISER VIP;2011;7646752;11657;;B_TOURISME_STANDARD;0.31598;2514821;1;100
TOYOTA LAND CRUISER VXR 3 5 L AUTRES;2025;60157500;91709;;AUTRE/EXONERE;;;1;100
TOYOTA LANDCRUISER;1995;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA LANDCRUISER;1998;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA LANDCRUISER;1999;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA LANDCRUISER;2000;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA LANDCRUISER;2001;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA LANDCRUISER;2004;1618480;2467;;A_TOURISME_13CV_PLUS;0.40208;749358;1;100
TOYOTA LANDCRUISER;2007;3396132;5177;;A_TOURISME_13CV_PLUS;0.40208;1464117;1;100
TOYOTA LANDCRUISER;2010;6416828;9782;;A_TOURISME_13CV_PLUS;0.40208;2678678;1;100
TOYOTA LANDCRUISER;2011;6695611;10207;;B_TOURISME_STANDARD;0.31598;2214279;1;100
TOYOTA LANDCRUISER;2013;8663490;13207;;A_TOURISME_13CV_PLUS;0.40208;3582016;1;100
TOYOTA LANDCRUISER;2015;21328241;32514;;AUTRE/EXONERE;;;1;100
TOYOTA LANDCRUISER 06 AUTRES;2023;17251669;26299;;AUTRE/EXONERE;;;1;100
TOYOTA LANDCRUISER 09 AUTRES;2024;38426340;58580;;AUTRE/EXONERE;;;1;100
TOYOTA LANDCRUISER 13 03;2001;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA LANDCRUISER PRADO AUTRES;2024;21602009;32931;;AUTRE/EXONERE;;;1;100
TOYOTA LITE ACE USAGES;1992;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
TOYOTA MATRIX 03;2006;1578037;2405;;B_TOURISME_STANDARD;0.31598;597228;1;100
TOYOTA MATRIX 07;2005;1589846;2423;;B_TOURISME_STANDARD;0.31598;600960;1;100
TOYOTA MATRIX 09;2010;3371432;5139;;A_TOURISME_13CV_PLUS;0.40208;1454185;1;100
TOYOTA MATRIX ASS COROLA VERSO;2006;1589845;2423;;B_TOURISME_STANDARD;0.31598;600959;1;100
TOYOTA MATRIX BASE;2009;2551482;3889;;B_TOURISME_STANDARD;0.31598;904817;1;100
TOYOTA MATRIX BASE;2011;3407508;5194;;B_TOURISME_STANDARD;0.31598;1175304;1;100
TOYOTA MATRIX BASE;2013;4191382;6389;;B_TOURISME_STANDARD;0.31598;1422993;1;100
TOYOTA MATRIX BASE 06;2009;2951616;4499;;B_TOURISME_STANDARD;0.31598;1031252;1;100
TOYOTA MATRIX M C;2007;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA MATRIX XR;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA MATRIX XR;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA MATRIX XR;2008;2082470;3174;;B_TOURISME_STANDARD;0.31598;756619;1;100
TOYOTA PICNIC 06 08;1998;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA PICNIC 18 02;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA PICNIC 29 06;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA PRADO;2011;7946753;12114;;A_TOURISME_13CV_PLUS;0.40208;3293830;1;100
TOYOTA PRADO;2014;8865097;13514;;A_TOURISME_13CV_PLUS;0.40208;3663078;1;100
TOYOTA PRADO;2019;21656317;33014;;A_TOURISME_13CV_PLUS;0.40208;8806172;1;100
TOYOTA PRADO 19 05;2015;24000001;36587;;AUTRE/EXONERE;;;1;100
TOYOTA PRADO 4 0 TXL LED AUTRES;2023;35391515;53953;;AUTRE/EXONERE;;;1;100
TOYOTA PRADO LAND CRUISER;2012;4876624;7434;;AUTRE/EXONERE;;;1;100
TOYOTA PRADO SCALLOPED;2018;20377195;31064;;A_TOURISME_13CV_PLUS;0.40208;8291863;1;100
TOYOTA PRADO SILVER;2018;20227195;30835;;A_TOURISME_13CV_PLUS;0.40208;8231551;1;100
TOYOTA PREVIA;1993;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA PREVIA;1994;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA PREVIA;1995;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
TOYOTA PREVIA;1996;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA PREVIA 08;2001;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA PREVIA 08 06;2000;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA PREVIA 10;2005;1980570;3019;;A_TOURISME_13CV_PLUS;0.40208;894948;1;100
TOYOTA PREVIA 19 10;2001;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA PREVIA 19 10;2002;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA PREVIA 27 09;2002;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA PREVIA M C;2001;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA PRIUS;2012;3504364;5342;;B_TOURISME_STANDARD;0.31598;1205909;1;100
TOYOTA RAV;2010;1500000;;OUI;AUTRE/EXONERE;;;1;100
TOYOTA RAV 4;1995;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV 4;1996;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV 4;2018;5583539;8511;;A_TOURISME_13CV_PLUS;0.40208;2343629;1;100
TOYOTA RAV 4;2020;16999000;25914;;A_TOURISME_13CV_PLUS;0.40208;6933558;1;100
TOYOTA RAV 4 01;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV 4 03 01;2006;1980571;3019;;B_TOURISME_STANDARD;0.31598;724421;1;100
TOYOTA RAV 4 06 05;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV 4 07;2005;2315991;3530;;A_TOURISME_13CV_PLUS;0.40208;1029814;1;100
TOYOTA RAV 4 07;2008;3764484;5738;;B_TOURISME_STANDARD;0.31598;1288102;1;100
TOYOTA RAV 4 07;2012;5749286;8764;;A_TOURISME_13CV_PLUS;0.40208;2410273;1;100
TOYOTA RAV 4 07;2014;6880817;10489;;A_TOURISME_13CV_PLUS;0.40208;2865239;1;100
TOYOTA RAV 4 07;2015;8963490;13664;;A_TOURISME_13CV_PLUS;0.40208;3702640;1;100
TOYOTA RAV 4 07 04;2000;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV 4 07 09;2009;3920900;5977;;B_TOURISME_STANDARD;0.31598;1337526;1;100
TOYOTA RAV 4 08;2004;1743995;2658;;A_TOURISME_13CV_PLUS;0.40208;799826;1;100
TOYOTA RAV 4 08;2007;3100949;4727;;B_TOURISME_STANDARD;0.31598;1078438;1;100
TOYOTA RAV 4 08;2010;4912937;7489;;A_TOURISME_13CV_PLUS;0.40208;2073994;1;100
TOYOTA RAV 4 08;2013;5995271;9139;;A_TOURISME_13CV_PLUS;0.40208;2509179;1;100
TOYOTA RAV 4 08;2015;8963491;13664;;A_TOURISME_13CV_PLUS;0.40208;3702640;1;100
TOYOTA RAV 4 09;2018;15457495;23564;;A_TOURISME_13CV_PLUS;0.40208;6313750;1;100
TOYOTA RAV 4 09;2019;18770092;28614;;A_TOURISME_13CV_PLUS;0.40208;7645679;1;100
TOYOTA RAV 4 10;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV 4 10;2015;8963491;13664;;A_TOURISME_13CV_PLUS;0.40208;3702640;1;100
TOYOTA RAV 4 10 10;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV 4 11;2011;3837164;5849;;A_TOURISME_13CV_PLUS;0.40208;1641447;1;100
TOYOTA RAV 4 12;2009;4070900;6205;;B_TOURISME_STANDARD;0.31598;1384923;1;100
TOYOTA RAV 4 12;2010;4912937;7489;;A_TOURISME_13CV_PLUS;0.40208;2073994;1;100
TOYOTA RAV 4 12;2011;4683351;7139;;A_TOURISME_13CV_PLUS;0.40208;1981682;1;100
TOYOTA RAV 4 12;2016;9717845;14814;;A_TOURISME_13CV_PLUS;0.40208;4005951;1;100
TOYOTA RAV 4 12 09;2011;4383352;6682;;B_TOURISME_STANDARD;0.31598;1483652;1;100
TOYOTA RAV 4 13 11;2006;2587988;3945;;B_TOURISME_STANDARD;0.31598;916352;1;100
TOYOTA RAV 4 19 01;2006;1980571;3019;;B_TOURISME_STANDARD;0.31598;724421;1;100
TOYOTA RAV 4 20 11;2015;8963491;13664;;A_TOURISME_13CV_PLUS;0.40208;3702640;1;100
TOYOTA RAV 4 23 11;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV 4 25 09;2008;3100949;4727;;B_TOURISME_STANDARD;0.31598;1078438;1;100
TOYOTA RAV 4 29 07;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV 4 30 09;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV 4 ACCIDENTE;2011;1862938;2839;;A_TOURISME_13CV_PLUS;0.40208;847650;1;100
TOYOTA RAV 4 ANNEE;2013;5749286;8764;;AUTRE/EXONERE;;;1;100
TOYOTA RAV 4 MODEL AUTRES;2024;17271158;26329;;AUTRE/EXONERE;;;1;100
TOYOTA RAV4;1996;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV4;1997;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
TOYOTA RAV4;2019;17786153;27114;;AUTRE/EXONERE;;;1;100
TOYOTA RAV4;2020;18770093;28614;;A_TOURISME_13CV_PLUS;0.40208;7645679;1;100
TOYOTA RAV4 01 07;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV4 05 12;2011;4683352;7139;;A_TOURISME_13CV_PLUS;0.40208;1981682;1;100
TOYOTA RAV4 06;2013;5749286;8764;;A_TOURISME_13CV_PLUS;0.40208;2410273;1;100
TOYOTA RAV4 07;2004;1720380;2622;;A_TOURISME_13CV_PLUS;0.40208;790330;1;100
TOYOTA RAV4 07;2007;2325174;3544;;A_TOURISME_13CV_PLUS;0.40208;1033506;1;100
TOYOTA RAV4 08;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV4 08;2006;2540760;3873;;B_TOURISME_STANDARD;0.31598;901429;1;100
TOYOTA RAV4 08 AUTRES;2025;17597070;26826;;AUTRE/EXONERE;;;1;100
TOYOTA RAV4 09;2011;4683352;7139;;A_TOURISME_13CV_PLUS;0.40208;1981682;1;100
TOYOTA RAV4 09;2015;8963491;13664;;A_TOURISME_13CV_PLUS;0.40208;3702640;1;100
TOYOTA RAV4 10;2006;2540760;3873;;B_TOURISME_STANDARD;0.31598;901429;1;100
TOYOTA RAV4 10;2013;5995272;9139;;A_TOURISME_13CV_PLUS;0.40208;2509179;1;100
TOYOTA RAV4 11 05;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV4 11 10;1995;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV4 13 06;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA RAV4 30 05;2008;3100950;4727;;B_TOURISME_STANDARD;0.31598;1078438;1;100
TOYOTA RAV4 ACCIDENTE;2018;5158538;7863;;A_TOURISME_13CV_PLUS;0.40208;2172745;1;100
TOYOTA RAV4 AUTRES;2025;12604944;19215;;AUTRE/EXONERE;;;1;100
TOYOTA RAV4 GRV ACCIDENTE;2013;2250003;3429;;A_TOURISME_13CV_PLUS;0.40208;1003281;1;100
TOYOTA RAV4 GRV ACIDENTE;2016;3500493;5336;;A_TOURISME_13CV_PLUS;0.40208;1506078;1;100
TOYOTA RAV4 LIMITED;2006;2284506;3482;;A_TOURISME_13CV_PLUS;0.40208;1017154;1;100
TOYOTA RAV4 LIMITED;2013;1818327;2771;;A_TOURISME_13CV_PLUS;0.40208;829713;1;100
TOYOTA RAV4 M C;2004;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA RAV4 M C;2007;2660537;4055;;A_TOURISME_13CV_PLUS;0.40208;1168349;1;100
TOYOTA RAV4 M C;2009;3689571;5624;;A_TOURISME_13CV_PLUS;0.40208;1582103;1;100
TOYOTA RAV4 NEUF AUTRES;2024;16799026;25609;;AUTRE/EXONERE;;;1;100
TOYOTA RAV4 XLE AUTRES;2024;15299583;23323;;AUTRE/EXONERE;;;1;100
TOYOTA RAV4 XLE AUTRES;2025;12619859;19238;;AUTRE/EXONERE;;;1;100
TOYOTA SCION;2009;1823366;2779;;B_TOURISME_STANDARD;0.31598;674747;1;100
TOYOTA SCION XD;2009;2633479;4014;;B_TOURISME_STANDARD;0.31598;930727;1;100
TOYOTA SCION XD;2011;1676431;2555;;B_TOURISME_STANDARD;0.31598;628319;1;100
TOYOTA SCION XD;2013;4142184;6314;;B_TOURISME_STANDARD;0.31598;1407447;1;100
TOYOTA SEQUOIA SR5;2004;1918479;2924;;A_TOURISME_13CV_PLUS;0.40208;869982;1;100
TOYOTA SIENNA;1998;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA SIENNA;2000;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA SIENNA;2003;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA SIENNA;2012;4683352;7139;;A_TOURISME_13CV_PLUS;0.40208;1981682;1;100
TOYOTA SIENNA;2017;10341007;15764;;A_TOURISME_13CV_PLUS;0.40208;4256512;1;100
TOYOTA SIENNA 07;2011;4683352;7139;;A_TOURISME_13CV_PLUS;0.40208;1981682;1;100
TOYOTA SIENNA M C;2006;1690205;2576;;A_TOURISME_13CV_PLUS;0.40208;778198;1;100
TOYOTA STARLET;1993;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA TACOMA;2001;1770889;2699;;C_CAMION_BUS;0.23338;511890;1;100
TOYOTA TACOMA;2003;1770890;2699;;C_CAMION_BUS;0.23338;511890;1;100
TOYOTA TACOMA;2005;1777448;2709;;C_CAMION_BUS;0.23338;513421;1;100
TOYOTA TACOMA;2007;1770891;2699;;C_CAMION_BUS;0.23338;511891;1;100
TOYOTA TACOMA;2012;2954897;4504;;C_CAMION_BUS;0.23338;788214;1;100
TOYOTA TACOMA;2014;6477404;9874;;C_CAMION_BUS;0.23338;1610297;1;100
