MARQUE_MODELE;ANNEE;CAF_XOF;COTE_EUR_IMPLICITE;PLANCHER;CATEGORIE_TAUX;TAUX_MARGINAL;DROITS_IM4_XOF_depuis_fev2025;NB_DECLARATIONS;FIABILITE_CAF_%
SEMI TRAILOR 27 05 AUTRES REMORQUES ET S;1994;2500001;;OUI;AUTRE/EXONERE;;;1;100
SEMI TRAILOR BENNE DU 31 03 AUTRES REMOR;2008;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
SEMI TRAILOR DU 13 07;2005;2700001;4115;;D_TRACTEUR_ROUTIER;0.19208;617216;1;100
SEMI TRAILOR USAGEE DU 29 09 AUTRES REMO;1997;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
SEMI TROUILLET 17 01 AUTRES REMORQUES ET;2002;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
SEMI TROUILLET 23 10 AUTRES REMORQUES ET;2001;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
SINOTRUCK 6X4 TRUCK;2019;16000000;24391;;AUTRE/EXONERE;;;1;100
SINOTRUCK HOWO CRANE TRUCK CAMIONS GRUES;2024;687681956;1048364;;AUTRE/EXONERE;;;1;100
SINOTRUCK HOWO CRANE TRUCK CAMIONS GRUES;2025;42016998;64054;;AUTRE/EXONERE;;;1;100
SINOTRUCK HOWO TIPPER TRUCK AUTRES;2024;52868523;80597;;AUTRE/EXONERE;;;1;100
SINOTRUCK HOWO TRACTOR NEUFS;2025;7508554;11446;;AUTRE/EXONERE;;;1;100
SINOTRUK HOWO CRANE TRUCK CAMIONS GRUES;2024;165301164;251999;;AUTRE/EXONERE;;;1;100
SINOTRUK HOWO TIPPER TRUCK PRESENTES ENT;2024;213786750;325915;;AUTRE/EXONERE;;;1;100
SINOTRUK HOWO TRACTOR TRUCK NEUFS;2025;95750880;145971;;AUTRE/EXONERE;;;1;100
SISU TRUCK;2003;2500000;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
SLING MOTORCYCLE;2016;1424145;2170;;B_TOURISME_STANDARD;0.31598;548601;1;100
SLING MOTORCYCLE;2019;1582385;2412;;B_TOURISME_STANDARD;0.31598;598602;1;100
SMART FORFOUR 25 04;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
SREM CASTERA 27 04 AUTRES REMORQUES ET S;1987;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
SREM FRUEHAUF AUTRES REMORQUES ET SEMI R;2004;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
SREM GEN TRAIL DF33C1 07 AUTRES REMORQUE;2002;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
SREM TRAILER ATTACHED;1999;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
SREM TRAILER ATTACHED AUTRES REMORQUES E;2000;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
SREM TRAILER AUTRES REMORQUES ET SEMI RE;2005;2650001;4039;;C_CAMION_BUS;0.23338;717057;1;100
SREM TRAILER GENERAL AUTRES REMORQUES ET;1990;2500003;;OUI;C_CAMION_BUS;0.23338;682051;1;100
SREM TRAILER GENERAL FRUEHAUF AUTRES REM;1990;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
SSANGYONG REXTON;2007;1753608;2673;;A_TOURISME_13CV_PLUS;0.40208;803691;1;100
SUBARU FORESTER;2005;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
SUBARU FORESTER 17 08;2001;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
SUBARU FORESTER 23 11;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
SUBARU XV CROSS TREK 2 0I;2014;3676453;5604;;B_TOURISME_STANDARD;0.31598;1260286;1;100
SUZIKI SWIFT;2007;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
SUZUKI ALTO;2011;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
SUZUKI ALTO;2012;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
SUZUKI CARRY;2002;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
SUZUKI GRAND VITARA;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
SUZUKI GRAND VITARA;2010;2215403;3377;;A_TOURISME_13CV_PLUS;0.40208;989369;1;100
SUZUKI IGNIS;2002;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
SUZUKI IGNIS 27 11;2001;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
SUZUKI JIMNY;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
SUZUKI SPLASH 09;2009;1654557;2522;;B_TOURISME_STANDARD;0.31598;621407;1;100
SUZUKI SWIFT;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
SUZUKI SWIFT;2007;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
SUZUKI SWIFT;2010;1687356;2572;;B_TOURISME_STANDARD;0.31598;631771;1;100
SUZUKI SX4 09 10;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
SUZUKI VITARA;2009;2153088;3282;;A_TOURISME_13CV_PLUS;0.40208;964314;1;100
T4 TRANSPORTEUR;1996;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
THOMAS TRUC 20 11;1990;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
THOMAS TRUC CHARGEUSES ET CHARGEUSES PEL;1983;1230001;1874;;AUTRE/EXONERE;;;1;100
TIANMA SMG3257ZZN38H5L3;2008;5600000;8536;;AUTRE/EXONERE;;;1;100
TIPPER SEMI TRAILER D UNE CAPACITE SUPER;2025;81363050;124036;;AUTRE/EXONERE;;;1;100
TITAN 111 STREETBUIL USAG S;1997;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
TOTOTA HIGHLANDER;2011;7946753;12114;;A_TOURISME_13CV_PLUS;0.40208;3293830;1;100
TOTOTA RAV4;2013;5749287;8764;;AUTRE/EXONERE;;;1;100
TOYOTA 4 RUNNER;1998;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA 4 RUNNER;2001;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA 4 RUNNER;2006;2922099;4454;;A_TOURISME_13CV_PLUS;0.40208;1273518;1;100
TOYOTA 4 RUNNER;2011;7946753;12114;;A_TOURISME_13CV_PLUS;0.40208;3293830;1;100
TOYOTA 4 RUNNER;2015;12341685;18814;;A_TOURISME_13CV_PLUS;0.40208;5060945;1;100
TOYOTA 4RUNNER;2000;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA 4RUNNER;2003;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA 4RUNNER;2004;1500001;;OUI;AUTRE/EXONERE;;;1;100
TOYOTA 4RUNNER;2008;4470164;6814;;A_TOURISME_13CV_PLUS;0.40208;1895964;1;100
TOYOTA 4RUNNER;2010;6716828;10239;;A_TOURISME_13CV_PLUS;0.40208;2799302;1;100
TOYOTA 4RUNNER;2015;11718523;17864;;A_TOURISME_13CV_PLUS;0.40208;4810384;1;100
TOYOTA 4RUNNER SR5;2005;2148161;3274;;A_TOURISME_13CV_PLUS;0.40208;962333;1;100
TOYOTA AQUA;2013;3250952;4955;;B_TOURISME_STANDARD;0.31598;1125836;1;100
TOYOTA AURIS;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AURIS;2012;3369893;5137;;B_TOURISME_STANDARD;0.31598;1163419;1;100
TOYOTA AURIS;2013;3858584;5882;;B_TOURISME_STANDARD;0.31598;1317835;1;100
TOYOTA AURIS 13 07;2007;2038295;3107;;B_TOURISME_STANDARD;0.31598;742660;1;100
TOYOTA AURIS 19 11;2007;2038295;3107;;B_TOURISME_STANDARD;0.31598;742660;1;100
TOYOTA AURIS 20 07;2008;2261321;3447;;B_TOURISME_STANDARD;0.31598;813132;1;100
TOYOTA AURIS 24 03;2010;2756571;4202;;B_TOURISME_STANDARD;0.31598;969621;1;100
TOYOTA AURIS 29 06;2007;1690635;2577;;B_TOURISME_STANDARD;0.31598;632807;1;100
TOYOTA AURIS 29 10;2007;2038295;3107;;B_TOURISME_STANDARD;0.31598;742660;1;100
TOYOTA AURIS 31 10;2007;2038295;3107;;B_TOURISME_STANDARD;0.31598;742660;1;100
TOYOTA AVALON;2005;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA AVALON;2014;4273377;6514;;A_TOURISME_13CV_PLUS;0.40208;1816839;1;100
TOYOTA AVALON;2016;5388509;8214;;A_TOURISME_13CV_PLUS;0.40208;2265212;1;100
TOYOTA AVALON TOURING;2013;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
TOYOTA AVALON XLS;2012;3584619;5464;;A_TOURISME_13CV_PLUS;0.40208;1539904;1;100
TOYOTA AVENSIS;1986;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS;2011;2356435;3592;;B_TOURISME_STANDARD;0.31598;843186;1;100
TOYOTA AVENSIS 01 11;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 02 11;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 04 09;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 05 10;2001;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 06 08;1998;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 06 08;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 07;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 07 07;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 07 08;2007;2074374;3162;;B_TOURISME_STANDARD;0.31598;754061;1;100
TOYOTA AVENSIS 08 10;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 08 11;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 08 12;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 09;2007;1992377;3037;;B_TOURISME_STANDARD;0.31598;728151;1;100
TOYOTA AVENSIS 09 05;2008;2074374;3162;;B_TOURISME_STANDARD;0.31598;754061;1;100
TOYOTA AVENSIS 09 07;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 10;2006;1653902;2521;;B_TOURISME_STANDARD;0.31598;621200;1;100
TOYOTA AVENSIS 10 02;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 10 05;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 11 11;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 12 08;2009;2336755;3562;;B_TOURISME_STANDARD;0.31598;836968;1;100
TOYOTA AVENSIS 13 10;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 15 10;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 16 09;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 18 03;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 18 03;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 19 12;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 20 06;2003;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 20 12;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 21 01;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 22 05;2015;4612938;7032;;B_TOURISME_STANDARD;0.31598;1556196;1;100
TOYOTA AVENSIS 22 11;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 24 02;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 24 03;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 24 05;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 25 11;2003;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 26 10;2001;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 27 04;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 27 07;1998;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 28 02;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 28 03;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 28 07;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 28 08;2001;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 28 11;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 29 03;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 29 06;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 29 07;2003;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
TOYOTA AVENSIS 29 07;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 30 03;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 30 09;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 30 10;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 30 10;2001;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS 5F0;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS M C;1998;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS M C;1999;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS M C;2000;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS VERSO 01 08;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS VERSO 24 05;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS VERSO 27 06;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS VERSO 28 03;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS VERSO 29 05;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS VERSO 29 10;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AVENSIS VERSO 30 09;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AYGO 01 03;2007;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA AYGO 23 04;2008;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA BH9F PRADO 25 07;2019;9773896;14900;;AUTRE/EXONERE;;;1;100
TOYOTA C HR;2021;15879051;24207;;B_TOURISME_STANDARD;0.31598;5116063;1;100
TOYOTA C HR AUTRES;2023;14548775;22179;;AUTRE/EXONERE;;;1;100
TOYOTA C HR GRAVE ACCIDENTE;2018;2024209;3085;;B_TOURISME_STANDARD;0.31598;738210;1;100
TOYOTA CAMRY;2018;11856275;18074;;A_TOURISME_13CV_PLUS;0.40208;4865771;1;100
TOYOTA CAMRY;2020;17359779;26464;;A_TOURISME_13CV_PLUS;0.40208;7078620;1;100
TOYOTA CAMRY 04;2008;2423570;3694;;A_TOURISME_13CV_PLUS;0.40208;1073069;1;100
TOYOTA CAMRY 07;2006;2058858;3138;;A_TOURISME_13CV_PLUS;0.40208;926426;1;100
TOYOTA CAMRY 08;2007;2423569;3694;;A_TOURISME_13CV_PLUS;0.40208;1073069;1;100
TOYOTA CAMRY ACCIDENTE;2009;1711089;2608;;A_TOURISME_13CV_PLUS;0.40208;786595;1;100
TOYOTA CAMRY AUTRES;2023;22847905;34831;;AUTRE/EXONERE;;;1;100
TOYOTA CAMRY C;2016;6011671;9164;;A_TOURISME_13CV_PLUS;0.40208;2515773;1;100
TOYOTA CAMRY GRAVE ACCIDENTE;2010;1500003;;OUI;A_TOURISME_13CV_PLUS;0.40208;701721;1;100
TOYOTA CAMRY LE;2007;2058855;3138;;A_TOURISME_13CV_PLUS;0.40208;926424;1;100
TOYOTA CAMRY LE;2009;2430129;3704;;A_TOURISME_13CV_PLUS;0.40208;1075706;1;100
TOYOTA CAMRY M C;2003;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA CAMRY M C;2006;1694141;2582;;A_TOURISME_13CV_PLUS;0.40208;779780;1;100
TOYOTA CAMRY M C;2007;2058855;3138;;A_TOURISME_13CV_PLUS;0.40208;926424;1;100
TOYOTA CAMRY M C;2008;2075910;3164;;A_TOURISME_13CV_PLUS;0.40208;933282;1;100
TOYOTA CAMRY M C;2012;3148404;4799;;A_TOURISME_13CV_PLUS;0.40208;1364510;1;100
TOYOTA CAMRY M C;2015;4912919;7489;;A_TOURISME_13CV_PLUS;0.40208;2073986;1;100
TOYOTA CAMRY SE LE XLE;2012;3584619;5464;;A_TOURISME_13CV_PLUS;0.40208;1539904;1;100
TOYOTA CAMRY XLE;2011;2764669;4214;;A_TOURISME_13CV_PLUS;0.40208;1210218;1;100
TOYOTA CARINA;1994;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA CARINA;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA CARINA 07 11;1997;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA CARINA 26 05;1995;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA CARINA M C;1997;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA CELICA;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA CHR;2018;9717845;14814;;B_TOURISME_STANDARD;0.31598;3169245;1;100
TOYOTA COASTER BUS USAGES;2012;10769001;16417;;C_CAMION_BUS;0.23338;2611869;1;100
TOYOTA COROLLA;1995;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA;2018;9160279;13964;;B_TOURISME_STANDARD;0.31598;2993065;1;100
TOYOTA COROLLA;2020;12079301;18414;;B_TOURISME_STANDARD;0.31598;3915418;1;100
TOYOTA COROLLA 03;2008;2374372;3619;;B_TOURISME_STANDARD;0.31598;848854;1;100
TOYOTA COROLLA 05 01;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA 06;2006;1664623;2537;;B_TOURISME_STANDARD;0.31598;624588;1;100
TOYOTA COROLLA 06;2008;2082470;3174;;B_TOURISME_STANDARD;0.31598;756619;1;100
TOYOTA COROLLA 06;2010;2636755;4019;;B_TOURISME_STANDARD;0.31598;931762;1;100
TOYOTA COROLLA 07;2006;2019498;3078;;B_TOURISME_STANDARD;0.31598;736721;1;100
TOYOTA COROLLA 07;2011;3279597;4999;;B_TOURISME_STANDARD;0.31598;1134887;1;100
TOYOTA COROLLA 07;2013;4010993;6114;;B_TOURISME_STANDARD;0.31598;1365994;1;100
TOYOTA COROLLA 08;2014;4912940;7489;;B_TOURISME_STANDARD;0.31598;1650991;1;100
TOYOTA COROLLA 08 10;2002;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA 09;2007;2374373;3619;;B_TOURISME_STANDARD;0.31598;848854;1;100
TOYOTA COROLLA 10;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA 10;2011;3279597;4999;;B_TOURISME_STANDARD;0.31598;1134887;1;100
TOYOTA COROLLA 10 05;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA 11;2010;2679394;4084;;B_TOURISME_STANDARD;0.31598;945235;1;100
TOYOTA COROLLA 12 11;2003;1500002;;OUI;AUTRE/EXONERE;;;1;100
TOYOTA COROLLA 12 11;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA 16 02;2007;1619792;2469;;B_TOURISME_STANDARD;0.31598;610422;1;100
TOYOTA COROLLA 16 12;2003;1501015;;OUI;B_TOURISME_STANDARD;0.31598;572891;1;100
TOYOTA COROLLA 17 03;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA 20 05;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA 26 02;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA 27 06;2007;1719498;2621;;B_TOURISME_STANDARD;0.31598;641927;1;100
TOYOTA COROLLA 29 07;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA 29 11;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA 30 01;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA 31 05;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA ACCIDENTE;2010;1498935;;OUI;B_TOURISME_STANDARD;0.31598;572233;1;100
TOYOTA COROLLA ACCIDENTE;2011;1498935;;OUI;B_TOURISME_STANDARD;0.31598;572233;1;100
TOYOTA COROLLA BASE;2009;2758108;4204;;B_TOURISME_STANDARD;0.31598;970107;1;100
TOYOTA COROLLA CE;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA CE;2007;2019500;3078;;B_TOURISME_STANDARD;0.31598;736722;1;100
TOYOTA COROLLA LE;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA LE;2006;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA M C;2000;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA MATRIX;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA MATRIX;2006;1589843;2423;;B_TOURISME_STANDARD;0.31598;600959;1;100
TOYOTA COROLLA MATRIX;2009;2551482;3889;;B_TOURISME_STANDARD;0.31598;904817;1;100
TOYOTA COROLLA MATRIX;2010;2457679;3746;;B_TOURISME_STANDARD;0.31598;875177;1;100
TOYOTA COROLLA MATRIX;2011;3371434;5139;;B_TOURISME_STANDARD;0.31598;1163906;1;100
TOYOTA COROLLA MODEL AUTRES;2024;9264255;14123;;AUTRE/EXONERE;;;1;100
TOYOTA COROLLA VERSO 01 07;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 02 03;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 03 01;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 03 01;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 03 02;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 04 04;2008;2103891;3207;;B_TOURISME_STANDARD;0.31598;763387;1;100
TOYOTA COROLLA VERSO 06 01;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 07;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 07;2006;1619794;2469;;B_TOURISME_STANDARD;0.31598;610423;1;100
TOYOTA COROLLA VERSO 07 09;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 09;2007;1949740;2972;;B_TOURISME_STANDARD;0.31598;714679;1;100
TOYOTA COROLLA VERSO 10;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 10 03;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 11;2006;1753607;2673;;B_TOURISME_STANDARD;0.31598;652705;1;100
TOYOTA COROLLA VERSO 12 09;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 16 07;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 16 11;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 17 12;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 18 10;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 20 09;2006;1619792;2469;;B_TOURISME_STANDARD;0.31598;610422;1;100
TOYOTA COROLLA VERSO 22 11;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 23 07;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 25 08;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 27 11;2008;2251482;3432;;B_TOURISME_STANDARD;0.31598;810023;1;100
TOYOTA COROLLA VERSO 28 06;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 28 07;2008;2346596;3577;;B_TOURISME_STANDARD;0.31598;840077;1;100
TOYOTA COROLLA VERSO 28 11;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 29 10;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
TOYOTA COROLLA VERSO 30 06;2008;1949740;2972;;B_TOURISME_STANDARD;0.31598;714679;1;100
TOYOTA COROLLA VERSO 31 05;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
